"Section","Item","Value","Trust","Note"
"Measures","Current rent per bed — C43 bed C1","₹14,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — C43 bed C2","₹13,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — C44 bed A1","₹19,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — C44 bed B1","₹15,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — C44 bed B2","₹15,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — C44 bed C1","₹14,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — C44 bed C2","₹14,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D11 bed B1","₹25,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D11 bed C1","₹15,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D11 bed C2","₹15,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D11 bed D1","₹13,000.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D11 bed D2","₹13,000.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D11 bed D3","₹13,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D12 bed A1","₹19,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D12 bed B1","₹15,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D12 bed B2","₹15,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D12 bed C1","₹14,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D12 bed C2","₹14,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D15 bed A1","₹25,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D21 bed A1","₹25,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D21 bed B1","₹15,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D21 bed C1","₹13,000.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D21 bed C2","₹13,000.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D21 bed C3","₹13,000.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D41 bed A1","₹18,300.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D41 bed B1","₹15,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D41 bed B2","₹15,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D41 bed C1","₹14,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Measures","Current rent per bed — D41 bed C2","₹14,500.00","Usable, with a caveat","Rent is recorded per bed on the allotment occupying it, and the beds in one apartment often carry different rents, so there is no single apartment rent. Recorded zero values are kept as recorded: the export does not establish whether a zero is a genuine zero-rent arrangement or a rent that was never entered."
"Movements","Revenue by month","rose +₹35,384.03","Reliable","June 2026 to July 2026. These parts add up to the whole of the reported movement (₹35,384.03). Each is the same recorded amount counted once, so nothing is estimated and nothing is left over."
"What drove the change","Revenue by month — Electricity Income","+₹43,391.00","Reliable","June 2026 to July 2026"
"What drove the change","Revenue by month — Rental Income","-₹31,433.00","Reliable","June 2026 to July 2026"
"What drove the change","Revenue by month — Other Income","+₹28,726.03","Reliable","June 2026 to July 2026"
"What drove the change","Revenue by month — Exit Charges Income","-₹4,500.00","Reliable","June 2026 to July 2026"
"What drove the change","Revenue by month — Guest Stay Income","-₹800.00","Reliable","June 2026 to July 2026"
"What drove the change","Revenue by month — Onboarding Fees","₹0.00","Reliable","June 2026 to July 2026"
"Movements","P&L by month","not comparable","Reliable","June 2026 to July 2026. Its monthly values are composite, so no single quantity changes between periods. Comparing one component would be a definition choice this layer may not make. Not determinable from exported evidence."
"Movements","Collections by month","fell -₹221,734.74","Usable, with a caveat","June 2026 to July 2026. These parts add up to the whole of the reported movement (₹221,734.74). Each is the same recorded amount counted once, so nothing is estimated and nothing is left over. Receipts flagged as duplicates that are still recorded as live are included here exactly as they are in the total."
"What drove the change","Collections by month — Rent and other","-₹219,734.74","Usable, with a caveat","June 2026 to July 2026"
"What drove the change","Collections by month — Deposits","-₹2,000.00","Usable, with a caveat","June 2026 to July 2026"
"Findings","Definition Conflict","","No single reliable figure — definitions conflict","The records hold more than one definition of tenant dues outstanding, and they do not agree. Decide which definition of tenant dues outstanding the business treats as authoritative. Until then no one of the competing figures should be acted on."
"Findings","Definition Conflict","","Multiple definitions — review both","The records hold more than one definition of owner rent, and they do not agree. Decide which definition of owner rent the business treats as authoritative. Until then no one of the competing figures should be acted on."
"Findings","Definition Conflict","","No single reliable figure — definitions conflict","The records hold more than one definition of profit, and they do not agree. Decide which definition of profit the business treats as authoritative. Until then no one of the competing figures should be acted on."
"Findings","Critical","","No single reliable figure — definitions conflict","A recording problem in your data currently affects owner rent and profit, covering ₹19,019,250.00. Review the affected records before owner rent and profit are used for a decision."
"Findings","Critical","","No single reliable figure — definitions conflict","A recording problem in your data currently affects tenant dues outstanding and tenant dues by tenant and 1 other measure, covering ₹9,968,023.32. Review the affected records before tenant dues outstanding and tenant dues by tenant and 1 other measure are used for a decision."
"Findings","Critical","","No single reliable figure — definitions conflict","A recording problem in your data currently affects tenant dues outstanding and tenant dues by tenant and 2 other measures, covering 873 records and ₹1,009,125.78. Review the affected records before tenant dues outstanding and tenant dues by tenant and 2 other measures are used for a decision."
"Findings","Attention Required","","Usable, with a caveat","The records contain multiple invoices for some allotment-month combinations, covering ₹4,040,627.00. Review the affected invoice groups and confirm which are intended billing. Until that review is done they should not be treated as duplicates."
"Findings","Attention Required","","Usable, with a caveat","A recording problem in your data currently affects expenses by category and p&l by month, covering 57 records and ₹1,030,618.00. Review the affected records before expenses by category and p&l by month are used for a decision."
"Findings","Attention Required","","Usable, with a caveat","A recording problem in your data currently affects deposit settlements and deposit refunds and 1 other measure, covering ₹583,495.34. Review the affected records before deposit settlements and deposit refunds and 1 other measure are used for a decision."
"Findings","Attention Required","","Usable, with a caveat","A recording problem in your data currently affects deposit held and deposit risk and 1 other measure. Review the affected records before deposit held and deposit risk and 1 other measure are used for a decision."
"Findings","Attention Required","","No single reliable figure — definitions conflict","A recording problem in your data currently affects collections. Review the affected records before collections is used for a decision."
"Findings","Positive","","Reliable","Revenue by month rose by 35,384.03 (1.07%) between June 2026 and July 2026."
"Findings","Attention Required","","Usable, with a caveat","Collections by month fell by 221,734.74 (5.88%) between June 2026 and July 2026."
"Decisions","Tenant dues outstanding — decision needed","Open","","Several evidence-backed definitions exist and they give different answers. Decide which one the business treats as authoritative before tenant dues outstanding figures are used for decisions."
"Decisions","Owner rent — decision needed","Under review","","Several evidence-backed definitions exist and they give different answers. Decide which one the business treats as authoritative before owner rent figures are used for decisions."
"Decisions","Profit — decision needed","Resolved","","Several evidence-backed definitions exist and they give different answers. Decide which one the business treats as authoritative before profit figures are used for decisions."
"Decisions","Occupancy — decision needed","Open","","Several evidence-backed definitions exist and they give different answers. Decide which one the business treats as authoritative before occupancy figures are used for decisions."
"Decisions","Recording differences — review needed","Open","","Source and ledger records differ for owner rent, tenant dues outstanding, occupancy, collections and eb/electricity usage and cost. Review the affected records before relying on those figures."
