organization_id,property_id,month,category_code,category_name,account_code,account_name,amount,pct_of_category,pct_of_total
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-04-01,5200,Maintenance & Repairs,5240,Maintenance - Appliances,19150.00,100.00,2.66
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-04-01,5600,Administrative,5630,Bank Charges & CC Fees,-530.45,100.00,-0.07
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-05-01,5000,Operating Expenses,5100,Owner Rent Expense,697725.00,58.74,58.65
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-05-01,5000,Operating Expenses,5150,Electricity Payments,490161.00,41.26,41.20
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-05-01,5000,Operating Expenses,5800,Marketing & Tenant Acquisition,1.00,0.00,0.00
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-05-01,5200,Maintenance & Repairs,5290,Maintenance - Other,1948.00,100.00,0.16
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-05-01,5600,Administrative,5630,Bank Charges & CC Fees,-246.00,100.00,-0.02
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-06-01,5000,Operating Expenses,5100,Owner Rent Expense,697725.00,100.00,100.18
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-06-01,5600,Administrative,5630,Bank Charges & CC Fees,-1287.00,100.00,-0.18
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-07-01,5000,Operating Expenses,5100,Owner Rent Expense,697725.00,56.35,55.43
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-07-01,5000,Operating Expenses,5150,Electricity Payments,540457.00,43.65,42.94
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-07-01,5200,Maintenance & Repairs,5220,Maintenance - Electrical,1120.00,5.64,0.09
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-07-01,5200,Maintenance & Repairs,5230,Maintenance - Carpentry,50.00,0.25,0.00
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-07-01,5200,Maintenance & Repairs,5260,Maintenance - HVAC,12500.00,62.95,0.99
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-07-01,5200,Maintenance & Repairs,5290,Maintenance - Other,6188.00,31.16,0.49
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-07-01,5600,Administrative,5630,Bank Charges & CC Fees,619.52,100.00,0.05
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-08-01,5000,Operating Expenses,5100,Owner Rent Expense,697725.00,100.00,99.14
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-08-01,5200,Maintenance & Repairs,5210,Maintenance - Plumbing,1290.00,18.45,0.18
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-08-01,5200,Maintenance & Repairs,5220,Maintenance - Electrical,5700.00,81.55,0.81
00000000-0000-0000-0000-000000000001,5dda0b14-713b-46d0-a6ce-a7a33a2fb6f9,2026-08-01,5600,Administrative,5630,Bank Charges & CC Fees,-911.00,100.00,-0.13
00000000-0000-0000-0000-000000000001,null,2026-03-01,5000,Operating Expenses,5900,Other Expenses,2420.00,100.00,100.00
