table_schema,table_name,ordinal_position,column_name,data_type,total_rows,non_null_rows,distinct_values
public,tenants,36,course,text,1027,0,0
public,tenants,37,id_card_url,text,1027,6,6
public,tenants,38,emergency_contact_relationship,text,1027,0,0
public,tenants,39,bank_name,text,1027,120,53
public,tenants,40,bank_branch,text,1027,120,120
public,tenants,41,bank_account_number,text,1027,120,119
public,tenants,42,bank_account_holder,text,1027,120,119
public,tenants,43,bank_ifsc,text,1027,120,119
public,tenants,44,aadhar_number,text,1027,120,120
public,tenants,45,pan_number,text,1027,67,67
public,tenants,46,gst_number,text,1027,2,2
public,tenants,47,gst_name,text,1027,2,2
public,tenants,48,aadhar_image_url,text,1027,145,145
public,tenants,49,address,text,1027,120,120
public,tenants,50,emergency_contact_relation,text,1027,120,13
public,tenants,51,tenant_rating,numeric,1027,1015,9
public,tenants,52,rating_last_computed,timestamp with time zone,1027,1015,675
public,tenants,54,property_id,uuid,1027,994,1
public,tenants,55,upi_id,text,1027,0,0
public,ticket_assignment_rules,1,id,uuid,7,7,7
public,ticket_assignment_rules,2,issue_type_id,uuid,7,3,3
public,ticket_assignment_rules,3,assigned_employee_id,uuid,7,7,2
public,ticket_assignment_rules,4,priority,integer,7,7,2
public,ticket_assignment_rules,5,organization_id,uuid,7,7,1
public,ticket_assignment_rules,6,created_at,timestamp with time zone,7,7,3
public,ticket_assignment_rules,7,rule_type,text,7,7,2
public,ticket_assignment_rules,8,apartment_code,text,7,7,7
public,ticket_cost_estimates,1,id,uuid,28,28,28
public,ticket_cost_estimates,2,ticket_id,uuid,28,28,15
public,ticket_cost_estimates,3,organization_id,uuid,28,28,1
public,ticket_cost_estimates,4,item_name,text,28,28,19
public,ticket_cost_estimates,5,cost_type,text,28,28,2
public,ticket_cost_estimates,6,quantity,integer,28,28,1
public,ticket_cost_estimates,7,unit_price,numeric,28,28,16
public,ticket_cost_estimates,8,total,numeric,28,28,16
public,ticket_cost_estimates,9,status,text,28,28,2
public,ticket_cost_estimates,10,submitted_by,uuid,28,28,4
public,ticket_cost_estimates,11,approved_by,uuid,28,3,1
public,ticket_cost_estimates,12,decline_reason,text,28,0,0
public,ticket_cost_estimates,13,approved_at,timestamp with time zone,28,20,8
public,ticket_cost_estimates,14,created_at,timestamp with time zone,28,28,28
public,ticket_cost_estimates,15,item_type,text,28,0,0
public,ticket_cost_estimates,16,price,numeric,28,0,0
public,ticket_cost_estimates,17,updated_at,timestamp with time zone,28,28,16
public,ticket_cost_estimates,18,is_auto_approved,boolean,28,28,2
public,ticket_cost_estimates,19,auto_approval_reason,text,28,19,7
public,ticket_cost_estimates,20,repeat_job_alert,boolean,28,28,1
public,ticket_cost_estimates,21,repeat_job_previous_ticket_id,uuid,28,0,0
public,ticket_cost_estimates_dedupe_backup_20260715,1,id,uuid,12,12,12
public,ticket_cost_estimates_dedupe_backup_20260715,2,ticket_id,uuid,12,12,5
public,ticket_cost_estimates_dedupe_backup_20260715,3,organization_id,uuid,12,12,1
public,ticket_cost_estimates_dedupe_backup_20260715,4,item_name,text,12,12,7
public,ticket_cost_estimates_dedupe_backup_20260715,5,cost_type,text,12,12,2
public,ticket_cost_estimates_dedupe_backup_20260715,6,quantity,integer,12,12,1
public,ticket_cost_estimates_dedupe_backup_20260715,7,unit_price,numeric,12,12,6
public,ticket_cost_estimates_dedupe_backup_20260715,8,total,numeric,12,12,6
public,ticket_cost_estimates_dedupe_backup_20260715,9,status,text,12,12,2
public,ticket_cost_estimates_dedupe_backup_20260715,10,submitted_by,uuid,12,12,1
public,ticket_cost_estimates_dedupe_backup_20260715,11,approved_by,uuid,12,2,1
public,ticket_cost_estimates_dedupe_backup_20260715,12,decline_reason,text,12,0,0
public,ticket_cost_estimates_dedupe_backup_20260715,13,approved_at,timestamp with time zone,12,8,3
public,ticket_cost_estimates_dedupe_backup_20260715,14,created_at,timestamp with time zone,12,12,12
public,ticket_cost_estimates_dedupe_backup_20260715,15,item_type,text,12,0,0
public,ticket_cost_estimates_dedupe_backup_20260715,16,price,numeric,12,0,0
public,ticket_cost_estimates_dedupe_backup_20260715,17,updated_at,timestamp with time zone,12,12,7
public,ticket_cost_estimates_dedupe_backup_20260715,18,is_auto_approved,boolean,12,12,2
public,ticket_cost_estimates_dedupe_backup_20260715,19,auto_approval_reason,text,12,8,3
public,ticket_cost_estimates_dedupe_backup_20260715,20,repeat_job_alert,boolean,12,12,1
public,ticket_cost_estimates_dedupe_backup_20260715,21,repeat_job_previous_ticket_id,uuid,12,0,0
public,ticket_logs,1,id,uuid,8239,8239,8239
public,ticket_logs,2,ticket_id,uuid,8239,8239,1610
public,ticket_logs,3,action,text,8239,8239,38
public,ticket_logs,4,old_status,text,8239,1502,8
public,ticket_logs,5,new_status,text,8239,3506,8
public,ticket_logs,6,created_by,uuid,8239,7079,151
public,ticket_logs,7,notes,text,8239,8239,2995
public,ticket_logs,8,created_at,timestamp with time zone,8239,8239,5821
public,ticket_logs,16,organization_id,uuid,8239,8174,1
public,ticket_number_counters,1,organization_id,uuid,5,5,1
public,ticket_number_counters,2,property_id,uuid,5,5,1
public,ticket_number_counters,3,yy,smallint,5,5,1
public,ticket_number_counters,4,mm,smallint,5,5,5
public,ticket_number_counters,5,last_seq,integer,5,5,5
public,ticket_number_counters,6,updated_at,timestamp with time zone,5,5,5
public,ticket_purchases,1,id,uuid,4,4,4
public,ticket_purchases,2,ticket_id,uuid,4,4,4
public,ticket_purchases,3,cost_estimate_id,uuid,4,4,4
public,ticket_purchases,4,organization_id,uuid,4,4,1
public,ticket_purchases,6,quantity,integer,4,4,1
public,ticket_purchases,7,estimated_cost,numeric,4,4,2
public,ticket_purchases,8,actual_cost,numeric,4,4,4
public,ticket_purchases,9,vendor_id,uuid,4,2,2
public,ticket_purchases,10,vendor_name_manual,text,4,1,1
public,ticket_purchases,11,invoice_url,text,4,1,1
public,ticket_purchases,12,purchased_by,uuid,4,4,2
public,ticket_purchases,13,purchase_date,date,4,4,4
public,ticket_purchases,14,created_at,timestamp with time zone,4,4,4
public,ticket_purchases,15,updated_at,timestamp without time zone,4,4,4
public,ticket_purchases,19,item_name,text,4,1,1
public,ticket_resolutions,1,id,uuid,466,466,466
public,ticket_resolutions,2,ticket_id,uuid,466,466,464
public,ticket_resolutions,3,organization_id,uuid,466,466,1
public,ticket_resolutions,4,resolution_type,text,466,466,2
public,ticket_resolutions,5,service_type,text,466,466,4
public,ticket_resolutions,6,vendor_id,uuid,466,1,1
public,ticket_resolutions,7,vendor_name_manual,text,466,0,0
public,ticket_resolutions,8,items_used,jsonb,466,466,7
public,ticket_resolutions,9,total_parts_cost,numeric,466,466,7
public,ticket_resolutions,10,total_labour_cost,numeric,466,466,13
public,ticket_resolutions,11,total_cost,numeric,466,466,17
public,ticket_resolutions,12,closure_summary,text,466,466,335
public,ticket_resolutions,13,resolved_at,timestamp with time zone,466,466,466
public,ticket_resolutions,14,resolved_by,uuid,466,466,4
public,ticket_resolutions,15,created_at,timestamp with time zone,466,466,466
public,ticket_resolutions,16,bank_account_id,uuid,466,17,1
public,ticket_resolutions,17,payment_date,date,466,18,12
public,ticket_resolutions,18,payment_reference_no,text,466,18,11
public,ticket_resolutions,19,proof_of_purchase_url,text,466,17,17
public,ticket_resolutions,20,proof_of_payment_url,text,466,1,1
public,ticket_resolutions,21,actual_items_used,jsonb,466,454,7
public,ticket_resolutions,22,actual_total_cost,numeric,466,454,17
public,ticket_resolutions,23,diagnostic_estimated_cost,numeric,466,2,2
public,ticket_resolutions,24,updated_at,timestamp with time zone,466,466,439
public,tickets,1,id,uuid,0,0,0
public,tickets,2,ticket_number,text,0,0,0
public,tickets,3,issue_type_id,uuid,0,0,0
public,tickets,4,description,text,0,0,0
public,tickets,5,status,text,0,0,0
public,tickets,6,priority,text,0,0,0
public,tickets,7,approval_status,text,0,0,0
public,tickets,8,assigned_employee_id,uuid,0,0,0
public,tickets,9,created_by,uuid,0,0,0
public,tickets,10,tenant_id,uuid,0,0,0
public,tickets,11,property_id,uuid,0,0,0
public,tickets,12,apartment_id,uuid,0,0,0
public,tickets,13,bed_id,uuid,0,0,0
public,tickets,14,organization_id,uuid,0,0,0
public,tickets,15,total_cost,numeric,0,0,0
public,tickets,16,sla_deadline,timestamp with time zone,0,0,0
public,tickets,17,created_at,timestamp with time zone,0,0,0
public,tickets,18,updated_at,timestamp with time zone,0,0,0
public,upi_tenant_mappings,1,id,uuid,0,0,0
public,upi_tenant_mappings,2,organization_id,uuid,0,0,0
public,upi_tenant_mappings,3,tenant_id,uuid,0,0,0
public,upi_tenant_mappings,4,upi_id,text,0,0,0
public,upi_tenant_mappings,5,normalized_upi_id,text,0,0,0
public,upi_tenant_mappings,6,bank_transaction_ref,text,0,0,0
public,upi_tenant_mappings,7,normalized_transaction_ref,text,0,0,0
public,upi_tenant_mappings,8,confidence,numeric,0,0,0
public,upi_tenant_mappings,9,match_source,text,0,0,0
public,upi_tenant_mappings,10,last_seen_at,timestamp with time zone,0,0,0
public,upi_tenant_mappings,11,created_at,timestamp with time zone,0,0,0
public,user_roles,1,id,uuid,209,209,209
public,user_roles,2,user_id,uuid,209,209,209
public,user_roles,3,role,app_role,209,209,5
public,users,1,id,uuid,0,0,0
public,users,2,first_name,text,0,0,0
public,users,3,last_name,text,0,0,0
public,users,4,name,text,0,0,0
public,users,5,email,text,0,0,0
public,users,6,email_verified_at,timestamp with time zone,0,0,0
public,users,7,phone,text,0,0,0
public,users,8,phone_verified_at,timestamp with time zone,0,0,0
public,users,9,is_anonymous,boolean,0,0,0
public,users,10,role,text,0,0,0
public,users,11,must_set_password,boolean,0,0,0
public,users,12,password_set_at,timestamp with time zone,0,0,0
public,users,13,active_session_id,text,0,0,0
public,users,14,last_login_at,timestamp with time zone,0,0,0
public,users,15,reports_to,uuid,0,0,0
public,users,16,created_at,timestamp with time zone,0,0,0
public,vendor_remarks,1,id,uuid,0,0,0
public,vendor_remarks,2,organization_id,uuid,0,0,0
public,vendor_remarks,3,vendor_id,uuid,0,0,0
public,vendor_remarks,4,remark_type,text,0,0,0
public,vendor_remarks,5,title,text,0,0,0
public,vendor_remarks,6,description,text,0,0,0
public,vendor_remarks,7,severity,text,0,0,0
public,vendor_remarks,8,created_by,uuid,0,0,0
public,vendor_remarks,9,created_at,timestamp with time zone,0,0,0
public,vendors,1,id,uuid,40,40,40
public,vendors,2,organization_id,uuid,40,40,1
public,vendors,3,vendor_name,text,40,40,40
public,vendors,4,contact_person,text,40,2,1
public,vendors,5,phone,text,40,11,11
public,vendors,6,email,text,40,5,5
public,vendors,7,address,text,40,14,13
public,vendors,8,created_at,timestamp with time zone,40,40,28
public,vendors,9,gst_number,text,40,3,3
public,vendors,10,pan_number,text,40,4,3
public,vendors,11,bank_name,text,40,2,2
public,vendors,12,bank_account_number,text,40,2,2
public,vendors,13,bank_ifsc,text,40,2,2
public,vendors,14,id_proof_url,text,40,0,0
public,vendors,15,status,text,40,40,1
public,vendors,16,notes,text,40,1,1
public,vendors,17,vendor_rating,integer,40,2,1
public,whatsapp_conversations,1,id,uuid,0,0,0
public,whatsapp_conversations,2,organization_id,uuid,0,0,0
public,whatsapp_conversations,3,tenant_id,uuid,0,0,0
public,whatsapp_conversations,4,provider,text,0,0,0
public,whatsapp_conversations,5,phone_e164,text,0,0,0
public,whatsapp_conversations,6,status,text,0,0,0
public,whatsapp_conversations,7,pending_action,jsonb,0,0,0
public,whatsapp_conversations,8,last_user_message,text,0,0,0
public,whatsapp_conversations,9,last_assistant_message,text,0,0,0
public,whatsapp_conversations,10,last_event_id,uuid,0,0,0
public,whatsapp_conversations,11,expires_at,timestamp with time zone,0,0,0
public,whatsapp_conversations,12,created_at,timestamp with time zone,0,0,0
public,whatsapp_conversations,13,updated_at,timestamp with time zone,0,0,0
public,whatsapp_dedup,1,id,uuid,0,0,0
public,whatsapp_dedup,2,provider,text,0,0,0
public,whatsapp_dedup,3,dedup_key,text,0,0,0
public,whatsapp_dedup,4,event_id,uuid,0,0,0
public,whatsapp_dedup,5,created_at,timestamp with time zone,0,0,0
public,whatsapp_events,1,id,uuid,1943,1943,1943
public,whatsapp_events,2,organization_id,uuid,1943,1343,1
public,whatsapp_events,3,tenant_id,uuid,1943,1005,192
public,whatsapp_events,4,provider,text,1943,1943,1
public,whatsapp_events,5,direction,text,1943,1943,1
public,whatsapp_events,6,event_type,text,1943,1943,2
public,whatsapp_events,7,external_message_id,text,1943,1943,1943
public,whatsapp_events,8,external_conversation_id,text,1943,0,0
public,whatsapp_events,9,from_phone,text,1943,1505,206
public,whatsapp_events,10,to_phone,text,1943,0,0
public,whatsapp_events,11,message_type,text,1943,1943,3
public,whatsapp_events,12,message_text,text,1943,1570,639
public,whatsapp_events,13,language,text,1943,0,0
public,whatsapp_events,14,transcript,text,1943,0,0
public,whatsapp_events,15,transcript_en,text,1943,0,0
public,whatsapp_events,16,raw_payload,jsonb,1943,1943,1666
public,whatsapp_events,17,normalized_payload,jsonb,1943,1943,1506
public,whatsapp_events,18,processing_status,text,1943,1943,2
public,whatsapp_events,19,correlation_id,uuid,1943,1943,1943
public,whatsapp_events,20,processed_at,timestamp with time zone,1943,6,6
public,whatsapp_events,21,error_message,text,1943,444,4
public,whatsapp_events,22,created_at,timestamp with time zone,1943,1943,1943
public,whatsapp_events,23,updated_at,timestamp with time zone,1943,1943,1943
public,whatsapp_failures,1,id,uuid,0,0,0
public,whatsapp_failures,2,event_id,uuid,0,0,0
public,whatsapp_failures,3,stage,text,0,0,0
public,whatsapp_failures,4,attempt_count,integer,0,0,0
public,whatsapp_failures,5,next_retry_at,timestamp with time zone,0,0,0
public,whatsapp_failures,6,last_error,text,0,0,0
public,whatsapp_failures,7,dead_letter,boolean,0,0,0
public,whatsapp_failures,8,created_at,timestamp with time zone,0,0,0
public,whatsapp_failures,9,updated_at,timestamp with time zone,0,0,0
public,whatsapp_payment_submissions,1,id,uuid,387,387,387
public,whatsapp_payment_submissions,2,organization_id,uuid,387,387,1
public,whatsapp_payment_submissions,3,tenant_id,uuid,387,386,180
public,whatsapp_payment_submissions,4,from_phone,text,387,387,252
public,whatsapp_payment_submissions,5,whatsapp_event_id,uuid,387,250,250
public,whatsapp_payment_submissions,6,image_url,text,387,386,386
public,whatsapp_payment_submissions,7,image_original_url,text,387,266,266
public,whatsapp_payment_submissions,8,ocr_amount,"numeric(14,2)",387,362,271
public,whatsapp_payment_submissions,9,ocr_payment_mode,text,387,374,5
public,whatsapp_payment_submissions,10,ocr_transaction_reference,text,387,319,311
public,whatsapp_payment_submissions,11,ocr_receiving_bank,text,387,291,23
public,whatsapp_payment_submissions,12,ocr_raw,jsonb,387,264,256
public,whatsapp_payment_submissions,13,ocr_confidence,text,387,387,4
public,whatsapp_payment_submissions,14,status,text,387,387,2
public,whatsapp_payment_submissions,15,receipt_id,uuid,387,353,353
public,whatsapp_payment_submissions,16,verified_by,uuid,387,387,5
public,whatsapp_payment_submissions,17,verified_at,timestamp with time zone,387,387,387
public,whatsapp_payment_submissions,18,rejection_reason,text,387,2,2
public,whatsapp_payment_submissions,19,created_at,timestamp with time zone,387,387,387
public,whatsapp_payment_submissions,20,updated_at,timestamp with time zone,387,387,383
public,whatsapp_payment_submissions,21,matched_invoice_id,uuid,387,200,194
public,whatsapp_payment_submissions,22,match_confidence,text,387,206,2
public,whatsapp_payment_submissions,23,ocr_sender_bank,text,387,202,27
public,whatsapp_payment_submissions,24,ocr_sender_account_holder,text,387,162,109
public,whatsapp_payment_submissions,25,ocr_receiver_upi_id,text,387,0,0
public,whatsapp_payment_submissions,26,ocr_receiver_account_last4,text,387,0,0
public,whatsapp_payment_submissions,27,auto_accept_skip_reason,text,387,0,0
public,whatsapp_payment_submissions,28,auto_accept_decision,jsonb,387,0,0
public,whatsapp_payment_submissions,29,ocr_sender_upi_id,text,387,96,79
public,whatsapp_payment_submissions,30,ocr_receiving_upi_id,text,387,196,25
public,whatsapp_payment_submissions,31,ocr_payment_date,date,387,129,33
public,whatsapp_send_deliveries,1,id,uuid,2422,2422,2422
public,whatsapp_send_deliveries,2,organization_id,uuid,2422,2422,1
public,whatsapp_send_deliveries,3,job_id,uuid,2422,2422,392
public,whatsapp_send_deliveries,4,delivery_kind,text,2422,2422,4
public,whatsapp_send_deliveries,5,reference_id,text,2422,1620,1037
public,whatsapp_send_deliveries,6,tenant_id,uuid,2422,2422,232
public,whatsapp_send_deliveries,7,tenant_name,text,2422,2422,233
public,whatsapp_send_deliveries,8,label,text,2422,2422,1075
public,whatsapp_send_deliveries,9,payload,jsonb,2422,2422,1101
public,whatsapp_send_deliveries,10,status,text,2422,2422,3
public,whatsapp_send_deliveries,11,error_message,text,2422,100,3
public,whatsapp_send_deliveries,12,phone_masked,text,2422,2255,231
public,whatsapp_send_deliveries,13,created_at,timestamp with time zone,2422,2422,1637
public,whatsapp_send_deliveries,14,sent_at,timestamp with time zone,2422,2231,965
public,whatsapp_send_jobs,1,id,uuid,395,395,395
public,whatsapp_send_jobs,2,organization_id,uuid,395,395,1
public,whatsapp_send_jobs,3,created_by,uuid,395,395,5
public,whatsapp_send_jobs,4,job_type,text,395,395,4
public,whatsapp_send_jobs,5,status,text,395,395,4
public,whatsapp_send_jobs,6,total_count,integer,395,395,17
public,whatsapp_send_jobs,7,sent_count,integer,395,395,18
public,whatsapp_send_jobs,8,failed_count,integer,395,395,5
public,whatsapp_send_jobs,9,error_message,text,395,48,4
public,whatsapp_send_jobs,10,error_details,jsonb,395,46,7
public,whatsapp_send_jobs,11,payload,jsonb,395,395,354
public,whatsapp_send_jobs,12,label,text,395,395,23
public,whatsapp_send_jobs,13,dismissed_at,timestamp with time zone,395,53,53
public,whatsapp_send_jobs,14,created_at,timestamp with time zone,395,395,395
public,whatsapp_send_jobs,15,updated_at,timestamp with time zone,395,395,395
