entry_date,period,source_table,entry_description,is_reversal,line_no,account_code,account_name,account_type,debit,credit,party_kind,memo
2026-08-13,2026-08,receipts,Onboarding Charges Received,false,2,4300,Onboarding Fees,INCOME,0.00,1000.00,null,Onboarding Charges Received
2026-08-13,2026-08,receipts,REVERSAL of Onboarding Charges Received — receipt edited — reposting,true,1,1200,Accounts Receivable - Tenants,ASSET,0.00,1000.00,tenant,REVERSAL: Onboarding Charges Received
2026-08-13,2026-08,receipts,REVERSAL of Onboarding Charges Received — receipt edited — reposting,true,2,4300,Onboarding Fees,INCOME,1000.00,0.00,null,REVERSAL: Onboarding Charges Received
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,1,1120,Bank - Operating Account,ASSET,0.00,43089.00,null,REVERSAL: Receipt No: VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,2,1200,Accounts Receivable - Tenants,ASSET,43089.00,0.00,tenant,REVERSAL: Receipt No: VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,3,1200,Accounts Receivable - Tenants,ASSET,0.00,29250.00,tenant,REVERSAL: Deposit Received : VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,4,2100,Tenant Deposits Held,LIABILITY,29250.00,0.00,tenant,REVERSAL: Deposit Received : VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,1,1120,Bank - Operating Account,ASSET,0.00,60000.00,null,REVERSAL: Receipt No: VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,2,1200,Accounts Receivable - Tenants,ASSET,60000.00,0.00,tenant,REVERSAL: Receipt No: VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,3,1200,Accounts Receivable - Tenants,ASSET,0.00,29250.00,tenant,REVERSAL: Deposit Received : VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,4,2100,Tenant Deposits Held,LIABILITY,29250.00,0.00,tenant,REVERSAL: Deposit Received : VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,1,1120,Bank - Operating Account,ASSET,0.00,43089.00,null,REVERSAL: Receipt No: VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,2,1200,Accounts Receivable - Tenants,ASSET,43089.00,0.00,tenant,REVERSAL: Receipt No: VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,3,1200,Accounts Receivable - Tenants,ASSET,0.00,29250.00,tenant,REVERSAL: Deposit Received : VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/23-24/08/00003 — receipt edited — reposting,true,4,2100,Tenant Deposits Held,LIABILITY,29250.00,0.00,tenant,REVERSAL: Deposit Received : VISTA/23-24/08/00003
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/26-27/08/R00055 — receipt edited — reposting,true,1,1120,Bank - Operating Account,ASSET,0.00,16656.00,null,REVERSAL: VISTA/26-27/08/R00055 UPI
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/26-27/08/R00055 — receipt edited — reposting,true,2,1200,Accounts Receivable - Tenants,ASSET,16656.00,0.00,tenant,REVERSAL: VISTA/26-27/08/R00055 payment to AR
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/26-27/08/R00055 — receipt edited — reposting,true,1,1120,Bank - Operating Account,ASSET,0.00,16855.00,null,REVERSAL: VISTA/26-27/08/R00055 UPI
2026-08-13,2026-08,receipts,REVERSAL of Payment Received - VISTA/26-27/08/R00055 — receipt edited — reposting,true,2,1200,Accounts Receivable - Tenants,ASSET,16855.00,0.00,tenant,REVERSAL: VISTA/26-27/08/R00055 payment to AR
2026-08-13,2026-08,invoices,REVERSAL of Invoice VISTA/26-27/08/00043 (corrected) — invoice amount changed,true,1,1200,Accounts Receivable - Tenants,ASSET,0.00,15013.00,tenant,REVERSAL: VISTA/26-27/08/00043 (2026-08)
2026-08-13,2026-08,invoices,REVERSAL of Invoice VISTA/26-27/08/00043 (corrected) — invoice amount changed,true,2,4100,Rental Income,INCOME,8807.00,0.00,null,REVERSAL: Rent 2026-08
2026-08-13,2026-08,invoices,REVERSAL of Invoice VISTA/26-27/08/00043 (corrected) — invoice amount changed,true,3,4200,Electricity Income,INCOME,3956.00,0.00,null,REVERSAL: Electricity (actual + estimated) 2026-08
2026-08-13,2026-08,invoices,REVERSAL of Invoice VISTA/26-27/08/00043 (corrected) — invoice amount changed,true,4,4900,Other Income,INCOME,2250.00,0.00,null,REVERSAL: Other charges 2026-08
2026-08-13,2026-08,invoices,REVERSAL of Invoice VISTA/26-27/08/00043 — invoice amount changed,true,1,1200,Accounts Receivable - Tenants,ASSET,0.00,22228.00,tenant,REVERSAL: VISTA/26-27/08/00043 (2026-08)
2026-08-13,2026-08,invoices,REVERSAL of Invoice VISTA/26-27/08/00043 — invoice amount changed,true,2,4100,Rental Income,INCOME,19500.00,0.00,null,REVERSAL: Rent 2026-08
2026-08-13,2026-08,invoices,REVERSAL of Invoice VISTA/26-27/08/00043 — invoice amount changed,true,3,4200,Electricity Income,INCOME,2728.00,0.00,null,REVERSAL: Electricity (actual + estimated) 2026-08
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00079,false,1,1120,Bank - Operating Account,ASSET,55800.00,0.00,null,Receipt No: VISTA/26-27/08/00079
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00079,false,2,1200,Accounts Receivable - Tenants,ASSET,0.00,55800.00,tenant,Receipt No: VISTA/26-27/08/00079
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00079,false,3,1200,Accounts Receivable - Tenants,ASSET,46500.00,0.00,tenant,Deposit Received : VISTA/26-27/08/00079
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00079,false,4,2100,Tenant Deposits Held,LIABILITY,0.00,46500.00,tenant,Deposit Received : VISTA/26-27/08/00079
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00061,false,1,1120,Bank - Operating Account,ASSET,1000.00,0.00,null,Receipt No: VISTA/26-27/08/00061
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00061,false,2,1200,Accounts Receivable - Tenants,ASSET,0.00,1000.00,tenant,Receipt No: VISTA/26-27/08/00061
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00060,false,1,1120,Bank - Operating Account,ASSET,32509.00,0.00,null,Receipt No: VISTA/26-27/08/00060
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00060,false,2,1200,Accounts Receivable - Tenants,ASSET,0.00,32509.00,tenant,Receipt No: VISTA/26-27/08/00060
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00060,false,3,1200,Accounts Receivable - Tenants,ASSET,21750.00,0.00,tenant,Deposit Received : VISTA/26-27/08/00060
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00060,false,4,2100,Tenant Deposits Held,LIABILITY,0.00,21750.00,tenant,Deposit Received : VISTA/26-27/08/00060
2026-08-11,2026-08,receipts,Onboarding Charges Received,false,1,1200,Accounts Receivable - Tenants,ASSET,1000.00,0.00,tenant,Onboarding Charges Received
2026-08-11,2026-08,receipts,Onboarding Charges Received,false,2,4300,Onboarding Fees,INCOME,0.00,1000.00,null,Onboarding Charges Received
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00059,false,1,1120,Bank - Operating Account,ASSET,21453.00,0.00,null,VISTA/26-27/08/00059 UPI
2026-08-11,2026-08,receipts,Payment Received - VISTA/26-27/08/00059,false,2,1200,Accounts Receivable - Tenants,ASSET,0.00,21453.00,tenant,VISTA/26-27/08/00059 payment to AR
2026-08-10,2026-08,receipts,Onboarding Charges Received,false,1,1200,Accounts Receivable - Tenants,ASSET,1000.00,0.00,tenant,Onboarding Charges Received
2026-08-10,2026-08,receipts,Onboarding Charges Received,false,2,4300,Onboarding Fees,INCOME,0.00,1000.00,null,Onboarding Charges Received
2026-08-10,2026-08,receipts,Payment Received - VISTA/26-27/08/00048,false,1,1120,Bank - Operating Account,ASSET,1000.00,0.00,null,Receipt No: VISTA/26-27/08/00048
2026-08-10,2026-08,receipts,Payment Received - VISTA/26-27/08/00048,false,2,1200,Accounts Receivable - Tenants,ASSET,0.00,1000.00,tenant,Receipt No: VISTA/26-27/08/00048
2026-08-10,2026-08,receipts,Payment Received - VISTA/23-24/08/00003,false,1,1120,Bank - Operating Account,ASSET,43089.00,0.00,null,Receipt No: VISTA/23-24/08/00003
2026-08-10,2026-08,receipts,Payment Received - VISTA/23-24/08/00003,false,2,1200,Accounts Receivable - Tenants,ASSET,0.00,43089.00,tenant,Receipt No: VISTA/23-24/08/00003
2026-08-10,2026-08,receipts,Payment Received - VISTA/23-24/08/00003,false,3,1200,Accounts Receivable - Tenants,ASSET,29250.00,0.00,tenant,Deposit Received : VISTA/23-24/08/00003
2026-08-10,2026-08,receipts,Payment Received - VISTA/23-24/08/00003,false,4,2100,Tenant Deposits Held,LIABILITY,0.00,29250.00,tenant,Deposit Received : VISTA/23-24/08/00003
2026-08-10,2026-08,receipts,Payment Received - VISTA/23-24/08/00003,false,1,1120,Bank - Operating Account,ASSET,43089.00,0.00,null,Receipt No: VISTA/23-24/08/00003
2026-08-10,2026-08,receipts,Payment Received - VISTA/23-24/08/00003,false,2,1200,Accounts Receivable - Tenants,ASSET,0.00,43089.00,tenant,Receipt No: VISTA/23-24/08/00003
2026-08-10,2026-08,receipts,Payment Received - VISTA/23-24/08/00003,false,3,1200,Accounts Receivable - Tenants,ASSET,29250.00,0.00,tenant,Deposit Received : VISTA/23-24/08/00003
2026-08-10,2026-08,receipts,Payment Received - VISTA/23-24/08/00003,false,4,2100,Tenant Deposits Held,LIABILITY,0.00,29250.00,tenant,Deposit Received : VISTA/23-24/08/00003
2026-08-10,2026-08,receipts,Payment Received - VISTA/26-27/08/R00170,false,1,1120,Bank - Operating Account,ASSET,20678.00,0.00,null,VISTA/26-27/08/R00170 UPI
2026-08-10,2026-08,receipts,Payment Received - VISTA/26-27/08/R00170,false,2,1200,Accounts Receivable - Tenants,ASSET,0.00,20678.00,tenant,VISTA/26-27/08/R00170 payment to AR
2026-08-10,2026-08,receipts,Payment Received - VISTA/23-24/08/00003,false,1,1120,Bank - Operating Account,ASSET,60000.00,0.00,null,Receipt No: VISTA/23-24/08/00003
